Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bolivia,BOL,..,..,..,..,40.950786422433,19.8027110531249,571.308703263519,54.7392976332563,21.3743427375577,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bosnia and Herzegovina,BIH,179.257626558067,168.42727882491,252.29308667127,226.146944320329,468.717001268764,276.0186703671,361.90575851934,447.016174010039,265.456505791471,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Brazil,BRA,480.748563949674,402.532871589318,526.336361496622,635.864391206704,590.892681590455,803.659444053644,790.812711474222,756.875111871838,663.029699700089,718.295813770278,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bulgaria,BGR,114.932737979278,133.993174403198,151.382008489788,55.6889797933146,67.7115098638888,73.038662923347,74.3822833987345,68.6145372740672,80.2748273501921,82.7347031634086,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Canada,CAN,26.8909866396442,25.6718044547489,25.2547594492416,24.2680890411722,23.9234978963249,24.8232285241462,28.3922128148605,27.8823840912586,26.4753457191702,37.3969701665449,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Chile,CHL,36.0509279240397,36.9253414978804,30.4971778745364,33.8959386438905,31.8052721782421,49.4398694011962,41.3371402790758,40.4176285491126,27.5316037582021,117.401767688481,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,China,CHN,87.4530851929927,82.1844570847329,92.2536785382437,92.1398447888383,93.9561170696425,89.3978012725941,88.5655956927785,84.5183399825642,88.9596042512191,92.0312777126008,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Colombia,COL,428.625396825397,427.867707477403,464.353418803419,504.008760951189,436.953629798556,437.532763532764,509.425434962717,508.001657000828,411.627589063795,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Croatia,HRV,39.6546777932078,34.7052936247552,23.9818700584561,35.4178431150877,41.8189541020268,37.8136251384805,40.5757415174714,63.8164509408618,211.217319780829,221.844456202168,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cuba,CUB,894.297571001929,682.581632653061,741.507462686567,1037.61458333333,791.31914893617,1487.68,918.320987654321,1481.15993397066,763.22740203604,684.642525996129,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Czechia,CZE,339.790049843775,275.359932045133,294.523383822867,312.956343977734,287.008585964244,363.762003352588,475.460857519276,253.701635787492,290.185283984277,311.601299205696,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Egypt, Arab Rep.",EGY,44.084829946302,62.2911039013399,53.1386371265525,43.3003573833325,42.4738458335502,42.2911731785407,45.6561328334226,46.7058823529412,45.2683461117196,41.5376884422111,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Estonia,EST,23082.2994210091,47056.2442027152,49620.5718395972,24085.5183541751,22868.7779377226,23596.1057655883,24917.4179862111,27443.7457383135,22973.7101295553,20163.2699446928,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Finland,FIN,56.9832757360489,45.250852625984,48.2182215752884,63.0766492283798,58.2379189828553,46.286385544721,49.8450586282708,41.8219483344399,119.736763543406,1716.03530258102,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,France,FRA,605.539885199805,449.906490591692,505.192866599147,560.596036485363,423.053706007171,444.042634876329,..,1418.35288622296,7180.74062138113,7180.74062138113,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Georgia,GEO,15.3158938229174,14.6591930857833,21.0141317006484,15.4625866241057,12.6057367002525,12.1278716697181,37.3849801590457,33.2255454819781,29.6415228517434,28.916916916022,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Germany,DEU,58.448435768091,54.8076808710172,55.5422836401554,49.7407068383748,47.9268378178719,50.9813193778728,47.4176094770002,38.4810174920516,39.2476534060068,47.1781184395432,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Greece,GRC,124.663932654666,98.0982457159143,135.772960215789,79.9079066619775,149.420050181891,187.57926976771,254.823242104995,289.807822619875,73.0352133328093,72.7290367282749,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Hungary,HUN,142.467061264478,144.353168686791,174.695837759549,192.656411943409,190.77907847406,184.31735458065,77.4134273612816,85.285564543637,106.243453891809,58.9894679267843,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,India,IND,154.546113601489,149.441673137188,144.728520036811,146.530556014768,152.701187574258,156.483317038389,176.042247195875,160.62028102616,143.843295272156,139.367421382504,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Indonesia,IDN,139.600569688748,139.809886917357,142.10226879955,147.702991211844,147.318626116504,114.113042988213,121.86313883622,143.063755489996,121.854810385847,121.854810385847,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Iran, Islamic Rep.",IRN,75.1672738880489,42.3680627382921,45.7531975187534,42.9444181656527,49.4258631488124,54.0848191800141,58.6934622746046,58.6934622746046,58.6934622746046,58.6934622746046,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Iraq,IRQ,189.895488629351,230.670494325017,123.030398783118,215.112974643287,234.400327474629,202.929210384661,216.359576968273,229.576401322558,231.138219847255,228.529728068828,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Israel,ISR,3.07314174898055,3.80861994114599,3.49859790097563,3.3685262249018,3.39583944253311,3.18516386070585,2.566481854017,2.91240250675229,2.31745320607844,2.38610768773108,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Italy,ITA,214.141292719594,222.300336398701,190.181465588916,230.928157483212,229.416139926673,119.096933935288,98.2817989159874,87.4760514969634,125.600204179136,86.1694416611593,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Japan,JPN,144.134766681004,131.938429661151,129.240901113369,134.481003777586,132.864851639912,130.984498900928,124.345476759704,113.459131492781,122.204177213785,143.793572800672,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Jordan,JOR,1.23838922091602,2.24923300050204,1.7620653179955,1.37833819723584,1.14844689378758,1.23439418747442,0.81896187930792,0.82740188493459,2.12641252871946,2.21085947390632,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kazakhstan,KAZ,52.7467362427725,54.1021284794285,45.9380273678197,47.5955447287351,40.4971474009523,24.1064160958451,52.3338182880885,71.6772058605761,84.7436125884903,45.5209590993194,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Korea, Dem. People's Rep.",PRK,222.24,183.375384615385,240.969230769231,232.056923076923,317.776923076923,472.444444444444,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Korea, Rep.",KOR,77.6317970129102,83.3513606404917,64.8933361598416,58.5322760997139,59.1990269340799,59.8087595449755,51.8645117282381,51.1707582517543,56.3401931377474,57.0689351172528,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kuwait,KWT,1.9501822600243,1.97550585729499,1.64920541494997,1.92285213325541,3.48119426134161,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lao PDR,LAO,..,20.3686251580378,19.5784554094314,18.6932603418106,18.7585686629687,24.4333862692254,24.070867119081,18.688628800242,10.2242002359276,7.14120905971867,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lebanon,LBN,40.7211111111111,34.227,64.5655172413793,50.2020330368488,37.6943866943867,40.4759493670886,62.6917808219178,46.5365296803653,38.5593607305936,58.2488584474886,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Libya,LBY,39.1429990069513,15.8850913376547,23.9768270944742,37.7497893850042,23.3347107438017,112.86231884058,211.94,168.833333333333,187.14,252.733333333333,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lithuania,LTU,22.3695369832904,21.2382649723322,25.1218831551547,22.6394562546395,25.0162929517506,25.396497865535,26.581588881042,31.5252580804264,41.6712820809743,51.0095030665489,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malaysia,MYS,367.894768370607,295.379954699887,340.036746490504,223.292978208232,215.594197085172,136.604962535315,146.695375335121,198.034629133155,148.624441465594,256.389410187668,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mexico,MEX,179.757464359365,166.994039303344,201.004596855751,208.291861370717,213.479744136461,226.854882118635,227.665751016372,298.730311936012,372.000457438816,405.662160267074,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Morocco,MAR,19.1589103989376,19.9200496260441,8.98276564217602,9.69347337120201,9.0543949044586,6.55893783410796,6.0820736475138,5.86240137753878,5.66780991093986,5.34136427149934,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Myanmar,MMR,336.362934828603,218.870126087588,566.414800395934,1861.06067845198,2374.99022716414,1211.39015384125,819.275864407198,467.704110882244,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Netherlands,NLD,13.0031513084934,12.9359727257203,13.0009612420444,17.749116399623,17.9195622960261,16.9997543751919,16.8720407915503,16.6368216583708,14.6428918295496,14.5782445064951,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,New Zealand,NZL,247.01052939456,284.950267022697,295.14219858156,298.983612040134,339.59587020649,341.081191806331,318.802313354364,312.004206098843,305.159481247809,235.327024185068,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nigeria,NGA,413.124040920716,221.861039311755,121.314670003128,112.328853087054,94.7397487229049,94.7397487229049,114.840535689631,106.752585648368,21.1223448035578,12.5058785094785,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Norway,NOR,17.1591860653413,17.5503715983296,18.7706039130669,17.2259993284482,18.0259500347884,17.8341888924427,16.9213349476553,18.4292303402951,18.1388529654464,15.6728743799105,..
